;CCS;10' A Frame Ladder;;;;;;;;;;;;;CCS;Bay 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006798;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006815;1024520;;;;;;;;;;CCS;Bay 6
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006823;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 2
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006830;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006839;1024520;;;;;;;;;;CCS;Bay 2
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006842;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 2
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006845;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 2
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006848;1024520;;;;;;;;;;CCS;Bay 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006853;1024520;;;;;;;;;;CCS;Bay 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006891;1024520;;;;;;;;;;CCS;Bay 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006892;1024520;;;;;;;;;;CCS;Bay 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006893;1024520;;;;;;;;;;CCS;Bay 2
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006901;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006911;1024520;;;;;;;;;;CCS;Bay 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S006912;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 2
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S007046;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S007607;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 2
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S008404;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S008417;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S008551;1024520;;;;;;;;;;CCS;Bay 2
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S008605;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S008609;1024520;;;;;;;;;;CCS;Bay 6
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S011185;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S012605;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S012626;1024520;;;;;;;;;;CCS;Bay 5
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S012646;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S012650;1024520;;;;;;;;;;CCS;Spare Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S012653;1024520;;;;;;;;;;CCS;CCS SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S013068;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S013072;1024520;;;;;;;;;;CCS;Bay 5
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S013075;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S013088;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S013120;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S013155;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S017050;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 2
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S017075;1024520;;;;;;;;;;CCS;Bay 2
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S017076;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 1
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S017078;1024520;;;;;;;;;;CCS;Bay 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S017080;1024520;;;;;;;;;;CCS;Bay 6
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S017087;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S017091;1024520;;;;;;;;;;CCS;Bay 5
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S017095;1024520;;;;;;;;;;CCS;Bay 4
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S019536;1024520;;;;;;;;;;CCS;CCS SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S019594;1024520;;;;;;;;;;CCS;CCS SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S019595;1024520;;;;;;;;;;CCS;CCS SPARE
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S019662;1024520;;;;;;;;;;CCS;CCS SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S019734;1024520;;;;;;;;;;CCS;CCS SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S019742;1024520;;;;;;;;;;CCS;CCS SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S019759;1024520;;;;;;;;;;CCS;CCS SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S019945;1024520;;;;;;;;;;CCS;CCS SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;M4S019953;1024520;;;;;;;;;;CCS;CCS SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;SA800180;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 3
;CCS;(USMC) M4/SRS Magazine BlueFire [1024520];;SA800187;1024520;;;;;;;;;;CCS;SPARE Bay 1 Box 3
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;895752;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 1 on BFI526479
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;931986;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 1 on BFI526523
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;931992;TA31RCOM855;;;;;;;;;;CCS;Bay 5 on BFI677548
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932054;TA31RCOM855;;;;;;;;;;CCS;Bay 4 Locker
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932061;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 2 BFI504086
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932078;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 2 on BFI526444
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932117;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 6 on BFI467689
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932120;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 4 BFI475503
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932127;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 1 on BFI512036
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932133;TA31RCOM855;;;;;;;;;;CCS;Bay 6 on BFI467650
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932134;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 2 on BFI526455
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932178;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 3 on BFI526570
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932247;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 1 on BFI475628
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932261;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 1 on BFI526328
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932266;TA31RCOM855;;;;;;;;;;CCS;Bay 2 on BFI468305
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932270;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 3 on BFI526449
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932276;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 2 on BFI526458
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932280;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 4 on BFI504123
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932314;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 6 on BFI475639
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932325;TA31RCOM855;;;;;;;;;;CCS;Bay 1 on BFI 475884
;CCS;(USMC)M7-Variant M4/M16 RCO Scope [TA31RCOM855];;932792;TA31RCOM855;;;;;;;;;;CCS;CCS Bay 6 on BFI526437
;CCS;(USMC) MK19 Grenade Launcher [1009290];;1300;1009290;;;;;;;;;;CCS;CCS Bay 5
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;100016344;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;100033472;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;100043043;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;100044299;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;100067261;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;100067267;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;100069545;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;100069546;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;100069547;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;100069550;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;100070176;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;3075054;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;90221049;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;90240899;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) Nightvision Goggle (Bino) [AN/PVS-7B];;90243071;Bino;;;;;;;;;;CCS;CCS Bay 5 Locker
;CCS;(USMC) NVG Rifle Scope [AN/PVS-17];;110140;AN/PVS-17;;;;;;;;;;CCS;CCS Bay 6 Locker
;CCS;(USMC) NVG Rifle Scope [AN/PVS-17];;110141;AN/PVS-17;;;;;;;;;;CCS;CCS Bay 6 Locker
;CCS;(USMC) NVG Rifle Scope [AN/PVS-17];;110142;AN/PVS-17;;;;;;;;;;CCS;CCS Bay 6 Locker
;CCS;(USMC) NVG Rifle Scope [AN/PVS-17];;110143;AN/PVS-17;;;;;;;;;;CCS;CCS Bay 6 Locker
;CCS;(USMC) NVG Rifle Scope [AN/PVS-17];;110144;AN/PVS-17;;;;;;;;;;CCS;CCS Bay 6 Locker
;CCS;(USMC) NVG Rifle Scope [AN/PVS-17];;110145;AN/PVS-17;;;;;;;;;;CCS;CCS Bay 6 Locker
;CCS;(USMC) NVG Rifle Scope [AN/PVS-17];;110146;AN/PVS-17;;;;;;;;;;CCS;CCS Bay 6 Locker
;CCS;(USMC) PEQ-15 ATPIAL,GENERIC ATPL ASST STD LOW/PRO TAN;;275215;;;;;;;;;;;CCS;CCS Bay 2 Locker
;CCS;(USMC) PEQ-15 ATPIAL,GENERIC ATPL ASST STD LOW/PRO TAN;;275216;;;;;;;;;;;CCS;CCS Bay 2 Locker
;CCS;(USMC) PEQ-15 ATPIAL,GENERIC ATPL ASST STD LOW/PRO TAN;;275218;;;;;;;;;;;CCS;CCS Bay 2 Locker
;CCS;(USMC) PEQ-15 ATPIAL,GENERIC ATPL ASST STD LOW/PRO TAN;;275219;;;;;;;;;;;CCS;CCS Bay 2 Locker
;CCS;(USMC) PEQ-15 ATPIAL,GENERIC ATPL ASST STD LOW/PRO TAN;;275220;;;;;;;;;;;CCS;CCS Bay 2 Locker
;CCS;(USMC) PEQ-15 ATPIAL,GENERIC ATPL ASST STD LOW/PRO TAN;;275221;;;;;;;;;;;CCS;CCS Bay 2 Locker
;CCS;(USMC) PEQ-15 ATPIAL,GENERIC ATPL ASST STD LOW/PRO TAN;;275222;;;;;;;;;;;CCS;CCS Bay 2 Locker
;CCS;(USMC) PEQ-15 ATPIAL,GENERIC ATPL ASST STD LOW/PRO TAN;;275223;;;;;;;;;;;CCS;CCS Bay 2 Locker
;CCS;(USMC) PEQ-15 ATPIAL,GENERIC ATPL ASST STD LOW/PRO TAN;;275224;;;;;;;;;;;CCS;CCS Bay 2 Locker
;CCS;(USMC) PEQ-15 ATPIAL,GENERIC ATPL ASST STD LOW/PRO TAN;;276924;;;;;;;;;;;CCS;CCS Bay 2 Locker
;CCS;(USMC) PEQ-15 ATPIAL,GENERIC ATPL ASST STD LOW/PRO TAN;;276925;;;;;;;;;;;CCS;CCS Bay 2 Locker
;CCS;(USMC) PEQ-15 ATPIAL,GENERIC ATPL ASST STD LOW/PRO TAN;;276987;;;;;;;;;;;CCS;CCS Bay 2 Locker
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI467650;1024515-07;;;;;;;;;;CCS;CCS Bay 6 w/ RCO 932133
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI467689;1024515-07;;;;;;;;;;CCS;CCS Bay 6 RCO 932117
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI468305;1024515-07;;;;;;;;;;CCS;CCS Bay 2 Spare w/RCO 932266
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI504086;1024515-07;;;;;;;;;;CCS;CCS Bay 2 RCO 932061
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI504105;1024515-07;;;;;;;;;;CCS;CCS Bay 4 RCO 528929
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI504123;1024515-07;;;;;;;;;;CCS;CCS Bay 4 SPARE w/RCO 932280
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI512036;1024515-07;;;;;;;;;;CCS;CCS Bay 1 w/RCO 932127
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526328;1024515-07;;;;;;;;;;CCS;CCS Bay 1 w/RCO 932261
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526437;1024515-07;;;;;;;;;;CCS;CCS Bay 6 w/RCO 932792
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526444;1024515-07;;;;;;;;;;CCS;CCS Bay 2 w/RCO 932078
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526449;1024515-07;;;;;;;;;;CCS;CCS Bay 3 SPARE w/RCO 932270
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526455;1024515-07;;;;;;;;;;CCS;CCS Bay 2 w/RCO 932134
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526457;1024515-07;;;;;;;;;;CCS;CCS Bay 5 RCO 528934
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526458;1024515-07;;;;;;;;;;CCS;CCS Bay 2 w/RCO 932276
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526462;1024515-07;;;;;;;;;;CCS;CCS Bay 3 RCO 528926
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526479;1024515-07;;;;;;;;;;CCS;CCS Bay 1 w/RCO 895752
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526520;1024515-07;;;;;;;;;;CCS;CCS Bay 6 RCO 528974
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526521;1024515-07;;;;;;;;;;CCS;CCS Bay 5 RCO 528936
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526523;1024515-07;;;;;;;;;;CCS;CCS Bay 1 w/RCO 931986
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526525;1024515-07;;;;;;;;;;CCS;CCS Bay 4 RCO 528972
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI526557;1024515-07;;;;;;;;;;CCS;CCS Bay 4 RCO 528973
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI527594;1024515-07;;;;;;;;;;CCS;CCS Bay 3 RCO 528937
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI527599;1024515-07;;;;;;;;;;CCS;CCS Bay 3 RCO 528919
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI527600;1024515-07;;;;;;;;;;CCS;CCS Bay 4 RCO 528928
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI594897;1024515-07;;;;;;;;;;CCS;CCS Bay 6 RCO 528933
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI594899;1024515-07;;;;;;;;;;CCS;CCS Bay 5 RCO 528922
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI610330;1024515-07;;;;;;;;;;CCS;CCS Bay 6 RCO 528927
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI677548;1024515-07;;;;;;;;;;CCS;CCS Bay 5 w/RCO 931992
;CCS;(USMC) SRS/M16A4 Rifle BlueFire [1024515-07];;BFI678223;1024515-07;;;;;;;;;;CCS;CCS Bay5 RCO 528921
;CCS;WAGO;;0001;;;;;;;;;;;CCS;CCS Bay 6
;CCS;WAGO;;0007;;;;;;;;;;;CCS;CCS Bay 2
;CCS;WAGO;;0009;;;;;;;;;;;CCS;CCS Bay 1
;CCS;WAGO;;0010;;;;;;;;;;;CCS;CCS Bay 5
;CCS;WAGO;;0017;;;;;;;;;;;CCS;CCS Bay 3
;CCS;WAGO;;0018;;;;;;;;;;;CCS;CCS Bay 4
